=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755170503,3362,29868,4147,155,4089,12288,0.31,17.09
1755170504,3362,29868,4147,155,4089,12288,0.24,17.09
1755170505,3362,29868,4147,155,4089,12288,0.33,17.10
1755170506,3362,29868,4147,155,4089,12288,0.34,17.10
1755170507,3362,29868,4147,155,4089,12288,0.42,17.10
1755170508,3362,29868,4147,155,4089,12288,0.25,17.10
1755170509,3362,29868,4147,155,4089,12288,0.22,17.10
1755170510,3362,29868,4147,155,4089,12288,0.33,17.10
1755170511,3362,29868,4147,155,4089,12288,0.31,17.10
1755170512,3362,29868,4147,155,4089,12288,0.34,17.10
1755170513,3362,29868,4147,155,4089,12288,0.30,17.10
1755170514,3362,29868,4147,155,4089,12288,0.28,17.10
1755170515,3362,29868,4147,155,4089,12288,0.31,17.10
1755170516,3362,29868,4147,155,4089,12288,0.37,17.10
1755170517,3362,29868,4147,155,4089,12288,0.34,17.10
1755170518,3362,29868,4147,155,4089,12288,0.25,17.10
1755170519,3362,29868,4147,155,4089,12288,0.31,17.10
1755170520,3362,29868,4147,155,4089,12288,0.40,17.10
1755170522,3362,29868,4147,155,4089,12288,0.42,17.10
1755170523,3362,29868,4147,155,4089,12288,0.36,17.10
1755170524,3362,29868,4147,155,4089,12288,0.25,17.10
1755170525,3362,29868,4147,155,4089,12288,0.25,17.10
1755170526,3362,29868,4147,155,4089,12288,0.36,17.12
1755170527,3362,29868,4147,155,4089,12288,0.36,17.10
1755170528,3362,29868,4147,155,4089,12288,0.25,17.10
1755170529,3362,29868,4147,155,4089,12288,0.28,17.10
1755170530,3362,29868,4147,155,4089,12288,0.34,17.10
1755170531,3362,29868,4147,155,4089,12288,0.38,17.10
1755170532,3362,29868,4147,155,4089,12288,0.51,17.10
1755170533,3362,29868,4147,155,4089,12288,0.28,17.10
1755170534,3362,29868,4147,155,4089,12288,0.27,17.10
1755170535,3362,29868,4147,155,4089,12288,0.51,17.10
1755170536,3362,29868,4147,155,4089,12288,0.34,17.10
1755170537,3362,29868,4147,155,4089,12288,0.42,17.10
1755170538,3362,29868,4147,155,4089,12288,0.30,17.10
1755170539,3362,29868,4147,155,4089,12288,0.21,17.10
1755170540,3362,29868,4147,155,4089,12288,0.45,17.10
1755170542,3362,29868,4147,155,4089,12288,0.40,17.10
1755170543,3362,29868,4147,155,4089,12288,0.24,17.10
1755170544,3362,29868,4147,155,4089,12288,0.33,17.10
1755170545,3362,29868,4147,155,4089,12288,0.27,17.10
1755170546,3362,29868,4147,155,4089,12288,0.34,17.10
1755170547,3362,29868,4147,155,4089,12288,0.39,17.12
1755170548,3362,29868,4147,155,4089,12288,0.25,17.10
1755170549,3362,29868,4147,155,4089,12288,0.27,17.10
1755170550,3362,29868,4147,155,4089,12288,0.34,17.10
1755170551,3362,29868,4147,155,4089,12288,0.29,17.10
1755170552,3362,29868,4147,155,4089,12288,0.35,17.10
1755170553,3362,29868,4147,155,4089,12288,0.33,17.10
1755170554,3362,29868,4147,155,4089,12288,0.30,17.10
1755170555,3362,29868,4147,155,4089,12288,0.37,17.10
1755170556,3362,29868,4147,155,4089,12288,0.45,17.10
1755170557,3362,29868,4147,155,4089,12288,0.35,17.10
1755170558,3362,29868,4147,155,4089,12288,0.27,17.10
1755170559,3362,29868,4147,155,4089,12288,0.30,17.10
1755170560,3362,29868,4147,155,4089,12288,0.37,17.10
1755170562,3362,29868,4147,155,4089,12288,0.43,17.10
1755170563,3362,29868,4147,155,4089,12288,0.34,17.10
1755170564,3362,29868,4147,155,4089,12288,0.26,17.09
1755170565,3362,29868,4147,155,4089,12288,0.28,17.09
1755170566,3362,29868,4147,155,4089,12288,0.36,17.09
1755170567,3362,29868,4147,155,4089,12288,0.40,17.10
1755170568,3362,29868,4147,155,4089,12288,0.36,17.10
1755170569,3362,29868,4147,155,4089,12288,0.27,17.09
1755170570,3362,29868,4147,155,4089,12288,0.33,17.09
1755170571,3362,29868,4147,155,4089,12288,0.28,17.09
1755170572,3362,29868,4147,155,4089,12288,0.36,17.09
1755170573,3362,29868,4147,155,4089,12288,0.28,17.09
1755170574,3362,29868,4147,155,4089,12288,0.31,17.09
1755170575,3362,29868,4147,155,4089,12288,0.42,17.09
1755170576,3362,29868,4147,155,4089,12288,0.34,17.09
1755170577,3362,29868,4147,155,4089,12288,0.41,17.09
1755170578,3362,29868,4147,155,4089,12288,0.24,17.09
1755170579,3362,29868,4147,155,4089,12288,0.27,17.09
1755170580,3362,29868,4147,155,4089,12288,0.40,17.09
1755170582,3362,29868,4147,155,4089,12288,0.45,17.09
1755170583,3362,29868,4147,155,4089,12288,0.27,17.09
1755170584,3362,29868,4147,155,4089,12288,0.33,17.09
1755170585,3362,29868,4147,155,4089,12288,0.21,17.09
1755170586,3362,29868,4147,155,4089,12288,0.36,17.09
1755170587,3362,29868,4147,155,4089,12288,0.51,17.09
1755170588,3362,29868,4147,155,4089,12288,0.25,17.09
1755170589,3362,29868,4147,155,4089,12288,0.27,17.09
1755170590,3362,29868,4147,155,4089,12288,0.30,17.09
1755170591,3362,29868,4147,155,4089,12288,0.31,17.09
1755170592,3362,29868,4147,155,4089,12288,0.45,17.09
1755170593,3362,29868,4147,155,4089,12288,0.31,17.09
1755170594,3362,29868,4147,155,4089,12288,0.22,17.09
1755170595,3362,29868,4147,155,4089,12288,0.40,17.09
1755170596,3362,29868,4147,155,4089,12288,0.24,17.09
1755170597,3362,29868,4147,155,4089,12288,0.38,17.09
1755170598,3362,29868,4147,155,4089,12288,0.31,17.09
1755170599,3362,29868,4147,155,4089,12288,0.25,17.09
1755170600,3362,29868,4147,155,4089,12288,0.37,17.10
1755170602,3362,29868,4147,155,4089,12288,0.51,17.09
1755170603,3362,29868,4147,155,4089,12288,0.30,17.09
1755170604,3362,29868,4147,155,4089,12288,0.25,17.09
1755170605,3362,29868,4147,155,4089,12288,0.34,17.09
1755170606,3362,29868,4147,155,4089,12288,0.40,17.09
1755170607,3362,29868,4147,155,4089,12288,0.42,17.10
1755170608,3362,29868,4147,155,4089,12288,0.36,17.10
1755170609,3362,29868,4147,155,4089,12288,0.25,17.10
1755170610,3362,29868,4147,155,4089,12288,0.28,17.10
1755170611,3362,29868,4147,155,4089,12288,0.39,17.10
1755170612,3362,29868,4147,155,4089,12288,0.45,17.10
1755170613,3362,29868,4147,155,4089,12288,0.28,17.10
1755170614,3362,29868,4147,155,4089,12288,0.25,17.10
1755170615,3362,29868,4147,155,4089,12288,0.33,17.10
1755170616,3362,29868,4147,155,4089,12288,0.27,17.10
1755170617,3362,29868,4147,155,4089,12288,0.37,17.10
1755170618,3362,29868,4147,155,4089,12288,0.29,17.10
1755170619,3362,29868,4147,155,4089,12288,0.36,17.10
1755170620,3362,29868,4147,155,4089,12288,0.36,17.10
1755170621,3362,29868,4147,155,4089,12288,0.43,17.10
1755170623,3362,29868,4147,155,4089,12288,0.33,17.10
1755170624,3362,29868,4147,155,4089,12288,0.22,17.10
1755170625,3362,29868,4147,155,4089,12288,0.24,17.10
1755170626,3362,29868,4147,155,4089,12288,0.44,17.10
1755170627,3362,29868,4147,155,4089,12288,0.43,17.09
1755170628,3362,29868,4147,155,4089,12288,0.25,17.09
1755170629,3362,29868,4147,155,4089,12288,0.31,17.09
1755170630,3362,29868,4147,155,4089,12288,0.31,17.09
1755170631,3362,29868,4147,155,4089,12288,0.31,17.10
1755170632,3362,29868,4147,155,4089,12288,0.44,17.09
1755170633,3362,29868,4147,155,4089,12288,0.30,17.09
1755170634,3362,29868,4147,155,4089,12288,0.25,17.09
1755170635,3362,29868,4147,155,4089,12288,0.42,17.10
1755170636,3362,29868,4147,155,4089,12288,0.27,17.09
1755170637,3362,29868,4147,155,4089,12288,0.37,17.10
1755170638,3362,29868,4147,155,4089,12288,0.34,17.11
1755170639,3362,29868,4147,155,4089,12288,0.22,17.09
1755170640,3362,29868,4147,155,4089,12288,0.41,17.10
1755170642,3362,29868,4147,155,4089,12288,0.39,17.09
1755170643,3362,29868,4147,155,4089,12288,0.31,17.10
1755170644,3362,29868,4147,155,4089,12288,0.31,17.09
1755170645,3362,29868,4147,155,4089,12288,0.24,17.09
1755170646,3362,29868,4147,155,4089,12288,0.36,17.10
1755170647,3362,29868,4147,155,4089,12288,0.45,17.10
1755170648,3362,29868,4147,155,4089,12288,0.25,17.10
1755170649,3362,29868,4147,155,4089,12288,0.24,17.10
1755170650,3362,29868,4147,155,4089,12288,0.40,17.10
1755170651,3362,29868,4147,155,4089,12288,0.36,17.10
1755170652,3362,29868,4147,155,4089,12288,0.40,17.10
1755170653,3362,29868,4147,155,4089,12288,0.31,17.09
1755170654,3362,29868,4147,155,4089,12288,0.25,17.10
1755170655,3362,29868,4147,155,4089,12288,0.31,17.10
1755170656,3362,29868,4147,155,4089,12288,0.39,17.10
1755170657,3362,29868,4147,155,4089,12288,0.33,17.10
1755170658,3362,29868,4147,155,4089,12288,0.24,17.10
1755170659,3362,29868,4147,155,4089,12288,0.37,17.10
1755170660,3362,29868,4147,155,4089,12288,0.28,17.12
1755170662,3362,29868,4147,155,4089,12288,0.41,17.12
1755170663,3362,29868,4147,155,4089,12288,0.31,17.11
1755170664,3362,29868,4147,155,4089,12288,0.28,17.12
1755170665,3362,29868,4147,155,4089,12288,0.30,17.12
1755170666,3362,29868,4147,155,4089,12288,0.28,17.11
1755170667,3362,29868,4147,155,4089,12288,0.37,17.10
1755170668,3362,29868,4147,155,4089,12288,0.31,17.10
1755170669,3362,29868,4147,155,4089,12288,0.22,17.10
1755170670,3362,29868,4147,155,4089,12288,0.34,17.10
1755170671,3362,29868,4147,155,4089,12288,0.34,17.10
1755170672,3362,29868,4147,155,4089,12288,0.39,17.10
1755170673,3362,29868,4147,155,4089,12288,0.26,17.10
1755170674,3362,29868,4147,155,4089,12288,0.33,17.10
1755170675,3362,29868,4147,155,4089,12288,0.36,17.10
1755170676,3362,29868,4147,155,4089,12288,0.42,17.10
1755170677,3362,29868,4147,155,4089,12288,0.34,17.10
1755170678,3362,29868,4147,155,4089,12288,0.24,17.10
1755170679,3362,29868,4147,155,4089,12288,0.24,17.10
1755170681,3362,29868,4147,155,4089,12288,0.45,17.10
1755170682,3362,29868,4147,155,4089,12288,0.45,17.10
1755170683,3362,29868,4147,155,4089,12288,0.25,17.09
1755170684,3362,29868,4147,155,4089,12288,0.31,17.09
1755170685,3362,29868,4147,155,4089,12288,0.27,17.09
1755170686,3362,29868,4147,155,4089,12288,0.37,17.09
1755170687,3362,29868,4147,155,4089,12288,0.46,17.09
1755170688,3362,29868,4147,155,4089,12288,0.30,17.09
1755170689,3362,29868,4147,155,4089,12288,0.27,17.10
1755170690,3362,29868,4147,155,4089,12288,0.38,17.09
1755170691,3362,29868,4147,155,4089,12288,0.26,17.09
1755170692,3362,29868,4147,155,4089,12288,0.39,17.10
1755170693,3362,29868,4147,155,4089,12288,0.30,17.09
1755170694,3362,29868,4147,155,4089,12288,0.24,17.09
1755170695,3362,29868,4147,155,4089,12288,0.41,17.09
1755170696,3362,29868,4147,155,4089,12288,0.37,17.09
1755170697,3362,29868,4147,155,4089,12288,0.31,17.09
1755170698,3362,29868,4147,155,4089,12288,0.33,17.09
1755170699,3362,29868,4147,155,4089,12288,0.24,17.09
1755170700,3362,29868,4147,155,4089,12288,0.42,17.09
1755170702,3362,29868,4147,155,4089,12288,0.46,17.09
1755170703,3362,29868,4147,155,4089,12288,0.25,17.09
1755170704,3362,29868,4147,155,4089,12288,0.22,17.09
1755170705,3362,29868,4147,155,4089,12288,0.34,17.09
1755170706,3362,29868,4147,155,4089,12288,0.34,17.09
1755170707,3362,29868,4147,155,4089,12288,0.37,17.09
1755170708,3362,29868,4147,155,4089,12288,0.33,17.09
1755170709,3362,29868,4147,155,4089,12288,0.24,17.11
1755170710,3362,29868,4147,155,4089,12288,0.38,17.10
1755170711,3362,29868,4147,155,4089,12288,0.37,17.10
1755170712,3362,29868,4147,155,4089,12288,0.42,17.10
1755170713,3362,29868,4147,155,4089,12288,0.27,17.10
1755170714,3362,29868,4147,155,4089,12288,0.28,17.09
1755170715,3362,29868,4147,155,4089,12288,0.39,17.09
1755170716,3362,29868,4147,155,4089,12288,0.36,17.09
1755170717,3362,29868,4147,155,4089,12288,0.38,17.10
1755170718,3362,29868,4147,155,4089,12288,0.24,17.10
1755170719,3362,29868,4147,155,4089,12288,0.31,17.10
1755170720,3362,29868,4147,155,4089,12288,0.40,17.10
1755170722,3362,29868,4147,155,4089,12288,0.39,17.10
1755170723,3362,29868,4147,155,4089,12288,0.34,17.10
1755170724,3362,29868,4147,155,4089,12288,0.24,17.10
1755170725,3362,29868,4147,155,4089,12288,0.28,17.10
1755170726,3362,29868,4147,155,4089,12288,0.42,17.10
1755170727,3362,29868,4147,155,4089,12288,0.37,17.10
1755170728,3362,29868,4147,155,4089,12288,0.27,17.10
1755170729,3362,29868,4147,155,4089,12288,0.25,17.10
1755170730,3362,29868,4147,155,4089,12288,0.31,17.10
1755170731,3362,29868,4147,155,4089,12288,0.31,17.10
1755170732,3362,29868,4147,155,4089,12288,0.43,17.10
1755170733,3362,29868,4147,155,4089,12288,0.28,17.10
1755170734,3362,29868,4147,155,4089,12288,0.25,17.10
1755170735,3362,29868,4147,155,4089,12288,0.36,17.10
1755170736,3362,29868,4147,155,4089,12288,0.27,17.10
1755170737,3362,29868,4147,155,4089,12288,0.31,17.10
1755170738,3362,29868,4147,155,4089,12288,0.38,17.10
1755170739,3362,29868,4147,155,4089,12288,0.19,17.10
1755170740,3362,29868,4147,155,4089,12288,0.42,17.10
1755170742,3362,29868,4147,155,4089,12288,0.38,17.10
1755170743,3362,29868,4147,155,4089,12288,0.25,17.10
1755170744,3362,29868,4147,155,4089,12288,0.33,17.10
1755170745,3362,29868,4147,155,4089,12288,0.27,17.10
1755170746,3362,29868,4147,155,4089,12288,0.37,17.10
1755170747,3362,29868,4147,155,4089,12288,0.42,17.10
1755170748,3362,29868,4147,155,4089,12288,0.27,17.10
1755170749,3362,29868,4147,155,4089,12288,0.24,17.10
1755170750,3362,29868,4147,155,4089,12288,0.36,17.10
1755170751,3362,29868,4147,155,4089,12288,0.31,17.10
1755170752,3362,29868,4147,155,4089,12288,0.39,17.10
1755170753,3362,29868,4147,155,4089,12288,0.33,17.10
1755170754,3362,29868,4147,155,4089,12288,0.27,17.10
1755170755,3362,29868,4147,155,4089,12288,0.36,17.10
1755170756,3362,29868,4147,155,4089,12288,0.34,17.10
1755170757,3362,29868,4147,155,4089,12288,0.35,17.10
1755170758,3362,29868,4147,155,4089,12288,0.21,17.11
1755170759,3362,29868,4147,155,4089,12288,0.26,17.10
1755170760,3362,29868,4147,155,4089,12288,0.36,17.10
1755170762,3362,29868,4147,155,4089,12288,0.44,17.10
1755170763,3362,29868,4147,155,4089,12288,0.31,17.10
1755170764,3362,29868,4147,155,4089,12288,0.22,17.10
1755170765,3362,29868,4147,155,4089,12288,0.33,17.10
1755170766,3362,29868,4147,155,4089,12288,0.35,17.10
1755170767,3362,29868,4147,155,4089,12288,0.42,17.10
1755170768,3362,29868,4147,155,4089,12288,0.34,17.10
1755170769,3362,29868,4147,155,4089,12288,2.93,17.10
1755170770,3362,29868,4147,155,4089,12288,0.43,17.10
1755170771,3362,29868,4147,155,4089,12288,0.42,17.10
1755170772,3362,29868,4147,155,4089,12288,0.43,17.10
1755170773,3362,29868,4147,155,4089,12288,0.27,17.10
1755170774,3362,29868,4147,155,4089,12288,0.48,17.10
1755170775,3362,29868,4147,155,4089,12288,0.31,17.11
1755170776,3362,29868,4147,155,4089,12288,0.34,17.10
1755170777,3362,29868,4147,155,4089,12288,0.32,17.10
1755170778,3362,29868,4147,155,4089,12288,0.24,17.10
1755170779,3362,29868,4147,155,4089,12288,0.24,17.10
1755170780,3362,29868,4147,155,4089,12288,0.39,17.10
1755170782,3362,29868,4147,155,4089,12288,0.39,17.10
1755170783,3362,29868,4147,155,4089,12288,0.25,17.10
1755170784,3362,29868,4147,155,4089,12288,0.31,17.10
1755170785,3362,29868,4147,155,4089,12288,0.24,17.10
1755170786,3362,29868,4147,155,4089,12288,0.36,17.10
1755170787,3362,29868,4147,155,4089,12288,0.43,17.10
1755170788,3362,29868,4147,155,4089,12288,0.30,17.10
1755170789,3362,29868,4147,155,4089,12288,0.31,17.10
1755170790,3362,29868,4147,155,4089,12288,0.33,17.10
1755170791,3362,29868,4147,155,4089,12288,0.35,17.10
1755170792,3362,29868,4147,155,4089,12288,0.48,17.10
1755170793,3362,29868,4147,155,4089,12288,0.28,17.10
1755170794,3362,29868,4147,155,4089,12288,0.25,17.10
1755170795,3362,29868,4147,155,4089,12288,0.45,17.10
1755170796,3362,29868,4147,155,4089,12288,0.31,17.10
1755170797,3362,29868,4147,155,4089,12288,0.38,17.10
1755170798,3362,29868,4147,155,4089,12288,0.33,17.10
1755170799,3362,29868,4147,155,4089,12288,0.27,17.10
1755170801,3362,29868,4147,155,4089,12288,0.30,17.12
1755170802,3362,29868,4147,155,4089,12288,0.45,17.11
1755170803,3362,29868,4147,155,4089,12288,0.31,17.12
1755170804,3362,29868,4147,155,4089,12288,0.22,17.11
1755170805,3362,29868,4147,155,4089,12288,0.25,17.10
1755170806,3362,29868,4147,155,4089,12288,0.33,17.10
1755170807,3362,29868,4147,155,4089,12288,0.43,17.10
1755170808,3362,29868,4147,155,4089,12288,0.37,17.10
1755170809,3362,29868,4147,155,4089,12288,0.28,17.10
1755170810,3362,29868,4147,155,4089,12288,0.43,17.10
1755170811,3362,29868,4147,155,4089,12288,0.36,17.10
1755170812,3362,29868,4147,155,4089,12288,0.39,17.10
1755170813,3362,29868,4147,155,4089,12288,0.33,17.10
1755170814,3362,29868,4147,155,4089,12288,0.36,17.10
1755170815,3362,29868,4147,155,4089,12288,0.37,17.10
1755170816,3362,29868,4147,155,4089,12288,0.45,17.10
1755170817,3362,29868,4147,155,4089,12288,0.34,17.10
1755170818,3362,29868,4147,155,4089,12288,0.24,17.10
1755170819,3362,29868,4147,155,4089,12288,0.24,17.11
1755170821,3362,29868,4147,155,4089,12288,0.36,17.11
1755170822,3362,29868,4147,155,4089,12288,0.43,17.10
1755170823,3362,29868,4147,155,4089,12288,0.28,17.10
1755170824,3362,29868,4147,155,4089,12288,0.22,17.10
1755170825,3362,29868,4147,155,4089,12288,0.24,17.10
1755170826,3362,29868,4147,155,4089,12288,0.42,17.10
1755170827,3362,29868,4147,155,4089,12288,0.37,17.10
1755170828,3362,29868,4147,155,4089,12288,0.28,17.10
1755170829,3362,29868,4147,155,4089,12288,0.33,17.10
1755170830,3362,29868,4147,155,4089,12288,0.37,17.10
1755170831,3362,29868,4147,155,4089,12288,0.33,17.10
1755170832,3362,29868,4147,155,4089,12288,0.40,17.10
1755170833,3362,29868,4147,155,4089,12288,0.30,17.10
1755170834,3362,29868,4147,155,4089,12288,0.27,17.10
1755170835,3362,29868,4147,155,4089,12288,0.43,17.10
1755170836,3362,29868,4147,155,4089,12288,0.36,17.10
1755170837,3362,29868,4147,155,4089,12288,0.31,17.10
1755170838,3362,29868,4147,155,4089,12288,0.30,17.10
1755170839,3362,29868,4147,155,4089,12288,0.21,17.10
1755170840,3362,29868,4147,155,4089,12288,0.37,17.10
1755170842,3362,29868,4147,155,4089,12288,0.39,17.10
1755170843,3362,29868,4147,155,4089,12288,0.28,17.10
1755170844,3362,29868,4147,155,4089,12288,0.33,17.10
1755170845,3362,29868,4147,155,4089,12288,0.27,17.10
1755170846,3362,29868,4147,155,4089,12288,0.36,17.10
1755170847,3362,29868,4147,155,4089,12288,0.39,17.10
1755170848,3362,29868,4147,155,4089,12288,0.31,17.10
1755170849,3362,29868,4147,155,4089,12288,0.25,17.10
1755170850,3362,29868,4147,155,4089,12288,0.37,17.10
1755170851,3362,29868,4147,155,4089,12288,0.30,17.10
1755170852,3362,29868,4147,155,4089,12288,0.37,17.10
1755170853,3362,29868,4147,155,4089,12288,0.33,17.10
1755170854,3362,29868,4147,155,4089,12288,0.22,17.10
1755170855,3362,29868,4147,155,4089,12288,0.36,17.10
1755170856,3362,29868,4147,155,4089,12288,0.28,17.10
1755170857,3362,29868,4147,155,4089,12288,0.31,17.10
1755170858,3362,29868,4147,155,4089,12288,0.23,17.10
1755170859,3362,29868,4147,155,4089,12288,0.30,17.10
1755170861,3362,29868,4147,155,4089,12288,0.36,17.10
1755170862,3362,29868,4147,155,4089,12288,0.43,17.10
1755170863,3362,29868,4147,155,4089,12288,0.36,17.10
1755170864,3362,29868,4147,155,4089,12288,0.27,17.10
1755170865,3362,29868,4147,155,4089,12288,0.25,17.10
1755170866,3362,29868,4147,155,4089,12288,0.37,17.10
1755170867,3362,29868,4147,155,4089,12288,0.39,17.10
1755170868,3362,29868,4147,155,4089,12288,0.33,17.10
1755170869,3362,29868,4147,155,4089,12288,0.22,17.10
1755170870,3362,29868,4147,155,4089,12288,0.34,17.10
1755170871,3362,29868,4147,155,4089,12288,0.34,17.10
1755170872,3362,29868,4147,155,4089,12288,0.34,17.10
1755170873,3362,29868,4147,155,4089,12288,0.30,17.10
1755170874,3362,29868,4147,155,4089,12288,0.30,17.10
1755170875,3362,29868,4147,155,4089,12288,0.39,17.10
1755170876,3362,29868,4147,155,4089,12288,0.31,17.10
1755170877,3362,29868,4147,155,4089,12288,0.39,17.12
1755170878,3362,29868,4147,155,4089,12288,0.34,17.10
1755170879,3362,29868,4147,155,4089,12288,0.18,17.10
1755170880,3362,29868,4147,155,4089,12288,0.44,17.10
1755170882,3362,29868,4147,155,4089,12288,0.36,17.10
1755170883,3362,29868,4147,155,4089,12288,0.26,17.10
1755170884,3362,29868,4147,155,4089,12288,0.25,17.10
1755170885,3362,29868,4147,155,4089,12288,0.27,17.10
1755170886,3362,29868,4147,155,4089,12288,0.33,17.10
1755170887,3362,29868,4147,155,4089,12288,0.45,17.10
1755170888,3362,29868,4147,155,4089,12288,0.28,17.10
1755170889,3362,29868,4147,155,4089,12288,0.25,17.10
1755170890,3362,29868,4147,155,4089,12288,0.43,17.10
1755170891,3362,29868,4147,155,4089,12288,0.30,17.10
1755170892,3362,29868,4147,155,4089,12288,0.49,17.10
1755170893,3362,29868,4147,155,4089,12288,0.27,17.10
1755170894,3362,29868,4147,155,4089,12288,0.24,17.10
1755170895,3362,29868,4147,155,4089,12288,0.41,17.10
1755170896,3362,29868,4147,155,4089,12288,0.34,17.10
1755170897,3362,29868,4147,155,4089,12288,0.31,17.10
1755170898,3362,29868,4147,155,4089,12288,0.30,17.10
1755170899,3362,29868,4147,155,4089,12288,0.27,17.10
1755170900,3362,29868,4147,155,4089,12288,0.36,17.10
1755170902,3362,29868,4147,155,4089,12288,0.45,17.10
1755170903,3362,29868,4147,155,4089,12288,0.28,17.10
1755170904,3362,29868,4147,155,4089,12288,0.24,17.10
1755170905,3362,29868,4147,155,4089,12288,0.28,17.10
1755170906,3362,29868,4147,155,4089,12288,0.32,17.10
1755170907,3362,29868,4147,155,4089,12288,0.42,17.10
1755170908,3362,29868,4147,155,4089,12288,0.33,17.10
1755170909,3362,29868,4147,155,4089,12288,0.27,17.10
